算法,实例名称,工件数,工厂数,工序数,Alpha,实例序号,目标值,下界,Gap,迭代次数,总求解时间(s),主问题时间(s),子问题阶段1时间(s),子问题阶段2时间(s),拒绝订单个数
LBBD3-BCH.py,50-4-6-a1-i3.json,50,4,6,1,3,11148,8951.353988,0.197043955,275,1804.673,0.199,582.039,85.392,41
LBBD3-BCH.py,50-4-6-a10-i1.json,50,4,6,10,1,8233,8188,0.005465808,184,1889.206,0.13,830.12,73.192,26
LBBD3-BCH.py,50-4-6-a10-i2.json,50,4,6,10,2,8492,8268.5,0.026318888,349,1804.583,0.271,500.247,120.904,23
LBBD3-BCH.py,50-4-6-a10-i3.json,50,4,6,10,3,10256,8937,0.128607644,186,1812.17,0.142,704.258,60.979,33
LBBD3-BCH.py,50-4-6-a100-i1.json,50,4,6,100,1,8123,8123,0,5,12.308,0.002,5.756,5.882,26
LBBD3-BCH.py,50-4-6-a100-i2.json,50,4,6,100,2,8212,8212,0,6,6.164,0.001,3.095,2.308,21
LBBD3-BCH.py,50-4-6-a100-i3.json,50,4,6,100,3,8904,8904,0,6,8.083,0.004,4.925,2.553,21
LBBD3-BCH.py,50-4-7-a0.1-i1.json,50,4,7,0.1,1,9273,8049.527771,0.131939203,346,1803.708,0.272,343.818,112.186,40
LBBD3-BCH.py,50-4-7-a0.1-i2.json,50,4,7,0.1,2,10709,8142,0.239704921,73,1800.479,0.051,546.196,20.41,40
LBBD3-BCH.py,50-4-7-a0.1-i3.json,50,4,7,0.1,3,11016,9093.5,0.174518882,170,1801.801,0.145,674.729,55.273,39
LBBD3-BCH.py,50-4-7-a1-i1.json,50,4,7,1,1,9050,8065.9,0.108740331,404,1801.174,0.332,314.254,132.944,39
LBBD3-BCH.py,50-4-7-a1-i2.json,50,4,7,1,2,11143,8124.002378,0.270932211,72,1864.991,0.059,722.149,19.671,41
LBBD3-BCH.py,50-4-7-a1-i3.json,50,4,7,1,3,11138,9093,0.183605674,178,1803.238,0.142,650.373,57.7,39
LBBD3-BCH.py,50-4-7-a10-i1.json,50,4,7,10,1,8244,8022.5,0.026868025,473,1802.115,0.358,441.095,169.316,30
LBBD3-BCH.py,50-4-7-a10-i2.json,50,4,7,10,2,8509,8120,0.0457163,52,1800.106,0.03,815.776,20.155,25
LBBD3-BCH.py,50-4-7-a10-i3.json,50,4,7,10,3,10330,9096.333333,0.119425621,133,1810.744,0.098,586.456,51.293,32
LBBD3-BCH.py,50-4-7-a100-i1.json,50,4,7,100,1,7961,7961,0,6,5.177,0.004,2.244,1.199,25
LBBD3-BCH.py,50-4-7-a100-i2.json,50,4,7,100,2,8098,8098,0,9,310.027,0.009,88.932,69.083,21
LBBD3-BCH.py,50-4-7-a100-i3.json,50,4,7,100,3,9073,9073,0,6,11.852,0.003,9.113,1.676,19
LBBD3-BCH.py,50-4-8-a0.1-i1.json,50,4,8,0.1,1,9404,8094,0.139302425,339,1803.536,0.296,513.398,112.277,36
LBBD3-BCH.py,50-4-8-a0.1-i2.json,50,4,8,0.1,2,10213,8150,0.201997454,113,1810.204,0.086,680.652,36.661,37
